,State,City,M,n,M_social,n_social,M_race,n_race,M_gender,n_gender,M_sexual_orientation,n_sexual_orientation,M_disabilities,n_disabilities
142,MI,Kalamazoo,5.588428494168047,11,8.302744569792894,1.0,1.6666666666666665,1.0,5.64198415337632,4.0,4.996171125738751,4.0,7.334575955265605,1.0
143,MI,Lansing-East Lansing,5.627829066654998,11,8.499747432227649,1.0,1.6666666666666665,1.0,5.64198415337632,4.0,4.996171125738751,4.0,7.334575955265605,1.0
25,MN,,5.942036987912193,16,4.723017342987034,1.0,4.487476619194123,4.0,7.963762115435567,5.0,8.112681302050717,4.0,4.423247559893523,2.0
144,MN,Minneapolis,7.39187871394615,13,5.32739459668891,2.0,5.555555555555555,1.0,7.963762115435567,5.0,8.112681302050717,4.0,10.0,1.0
145,MN,St. Paul,7.173844071175514,12,5.34160162514701,1.0,5.555555555555555,1.0,7.963762115435567,5.0,8.112681302050717,4.0,8.895619757688722,1.0
26,MO,,4.394708539995376,15,6.957400235729921,1.0,6.618673161065509,4.0,3.5305370363897692,4.0,2.4135161177233613,4.0,2.453416149068323,2.0
146,MO,Kansas City,4.5299348219440345,12,4.956319930443953,2.0,3.999999999999999,1.0,3.5305370363897692,4.0,2.4135161177233613,4.0,7.749301025163091,1.0
147,MO,Springfield,4.834782422007533,11,7.999663242970198,1.0,3.999999999999999,1.0,3.5305370363897692,4.0,2.4135161177233613,4.0,6.230195712954333,1.0
148,MO,St. Louis,4.704892642156453,12,4.985090599280713,2.0,2.8888888888888893,1.0,3.5305370363897692,4.0,2.4135161177233613,4.0,9.706430568499531,1.0
27,MS,,2.9991179221016964,16,0.8065330863781783,1.0,6.1798177309658024,4.0,2.046229025091394,5.0,0.6302679757039845,4.0,5.332741792369122,2.0
264,MS,Gulfport,1.932569563627872,15,0.8065330863781783,1.0,6.1798177309658024,4.0,2.046229025091394,5.0,0.6302679757039845,4.0,0.0,1.0
149,MS,Jackson,2.9392867310227526,12,5.743391143290115,1.0,3.4666666666666672,1.0,2.046229025091394,5.0,0.6302679757039845,4.0,2.809878844361602,1.0
28,MT,,5.289045845245259,15,6.795756861424481,1.0,5.739381684470407,4.0,5.569107848207209,4.0,2.2007876236060064,4.0,6.14019520851819,2.0
265,MT,Billings,5.508350699161379,14,6.795756861424481,1.0,5.739381684470407,4.0,5.569107848207209,4.0,2.2007876236060064,4.0,7.236719478098789,1.0
266,MT,Missoula,5.506486766262962,14,6.795756861424481,1.0,5.739381684470407,4.0,5.569107848207209,4.0,2.2007876236060064,4.0,7.2273998136067075,1.0
29,NC,,5.52337722350882,15,6.97087051692204,1.0,6.821804375933551,4.0,5.260466198722996,4.0,3.4306483090178657,4.0,5.133096716947649,2.0
150,NC,Asheville,5.587697816201193,15,7.292473480383903,1.0,6.821804375933551,4.0,5.260466198722996,4.0,3.4306483090178657,4.0,5.133096716947649,2.0
151,NC,Charlotte,4.870356006794956,12,5.345350210918608,2.0,6.666666666666666,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,3.6486486486486465,1.0
152,NC,Durham,5.232526493120045,12,5.278290247390278,2.0,6.666666666666666,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,5.526561043802422,1.0
153,NC,Fayetteville,5.283727914431299,11,8.115844418252232,1.0,6.666666666666666,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,2.9450139794967365,1.0
154,NC,Greensboro,4.945095935898648,12,4.644181885017367,2.0,8.333333333333334,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,3.0568499534016764,1.0
155,NC,Hickory,5.531329435978859,11,7.575349385418422,1.0,8.333333333333334,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,3.0568499534016764,1.0
156,NC,Raleigh,5.535840379148101,11,3.9965786378702015,1.0,8.444444444444445,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,6.547064305684993,1.0
157,NC,Raleigh-Cary,6.479579037834372,11,8.715271931301565,1.0,8.444444444444445,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,6.547064305684993,1.0
158,NC,Wilmington,6.460383887135602,11,8.619296177807712,1.0,8.444444444444445,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,6.547064305684993,1.0
159,NC,Winston,6.261023725492228,11,7.62249536959084,1.0,8.444444444444445,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,6.547064305684993,1.0
160,NC,Winston-Salem,4.103867004711124,11,0.9280444777076859,1.0,8.444444444444445,1.0,5.260466198722996,4.0,3.4306483090178657,4.0,2.455731593662625,1.0
30,ND,,3.641718174735941,15,3.586462367401919,1.0,3.3517027777418575,4.0,4.756396394470595,4.0,4.380045305671364,4.0,2.1339840283939666,2.0
267,ND,Bismarck,3.8188356281438196,14,3.586462367401919,1.0,3.3517027777418575,4.0,4.756396394470595,4.0,4.380045305671364,4.0,3.019571295433363,1.0
268,ND,Fargo,4.611939076419683,14,3.586462367401919,1.0,3.3517027777418575,4.0,4.756396394470595,4.0,4.380045305671364,4.0,6.985088536812674,1.0
31,NE,,4.145482446758765,15,6.0851995285401586,1.0,4.152424708753475,4.0,4.619672878256432,4.0,2.6003724385631957,4.0,3.2697426796805678,2.0
161,NE,Lincoln,4.629983454901676,14,3.9302897466053652,1.0,4.152424708753475,4.0,4.619672878256432,4.0,2.6003724385631957,4.0,7.847157502329914,1.0
162,NE,Omaha,4.921255257364831,15,5.037161340468204,2.0,4.152424708753475,4.0,4.619672878256432,4.0,2.6003724385631957,4.0,8.19664492078285,1.0
32,NH,,5.7140418388745,15,7.321097827917159,1.0,5.524907681961737,4.0,7.239955012941792,4.0,7.512642637833978,4.0,0.9716060337178349,2.0
163,NH,Manchester,7.020058879930438,14,8.35494190941236,1.0,5.524907681961737,4.0,7.239955012941792,4.0,7.512642637833978,4.0,6.467847157502326,1.0
269,NH,Nashua,7.226955431654578,14,8.35494190941236,1.0,5.524907681961737,4.0,7.239955012941792,4.0,7.512642637833978,4.0,7.5023299161230215,1.0
33,NJ,,7.6020713274355645,15,6.432059269237246,1.0,7.133377166832948,4.0,7.610485708560225,4.0,9.296723756078903,4.0,7.537710736468501,2.0
164,NJ,Jersey City,7.885747849675333,14,6.902598096867313,1.0,7.133377166832948,4.0,7.610485708560225,4.0,9.296723756078903,4.0,8.485554520037278,1.0
165,NJ,Newark,7.224354786522923,14,6.391532128728748,1.0,7.133377166832948,4.0,7.610485708560225,4.0,9.296723756078903,4.0,5.689655172413794,1.0
166,NJ,Trenton,7.430136591118982,14,7.420441151709042,1.0,7.133377166832948,4.0,7.610485708560225,4.0,9.296723756078903,4.0,5.689655172413794,1.0
34,NM,,6.341410760881119,15,3.1217376662737832,1.0,7.125681179133856,4.0,6.8628466699256805,4.0,7.613647206552309,4.0,6.983141082519965,2.0
167,NM,Albuquerque,6.7304761961218444,15,5.288789335994585,2.0,7.125681179133856,4.0,6.8628466699256805,4.0,7.613647206552309,4.0,6.761416589002795,1.0
270,NM,Las Cruces,6.46206985874999,15,5.288789335994585,2.0,7.125681179133856,4.0,6.8628466699256805,4.0,7.613647206552309,4.0,5.41938490214352,1.0
35,NMI,,2.487562189,1,,0.0,,0.0,,0.0,2.487562189,1.0,,0.0
36,NV,,6.374225736320236,15,4.036033002188921,1.0,7.271878872290856,4.0,6.5348520754354436,4.0,8.797663755643368,4.0,5.230700976042592,2.0
168,NV,Henderson,6.140300631228987,14,2.7755800277985654,1.0,7.271878872290856,4.0,6.5348520754354436,4.0,8.797663755643368,4.0,5.3215284249767025,1.0
169,NV,Las Vegas,5.817864850730274,12,4.918401049682426,2.0,3.055555555555556,1.0,6.5348520754354436,4.0,8.797663755643368,4.0,5.782851817334574,1.0
271,NV,North Las Vegas,5.391956183442296,12,4.918401049682426,2.0,3.055555555555556,1.0,6.5348520754354436,4.0,8.797663755643368,4.0,3.6533084808946867,1.0
272,NV,Reno,5.767538662473051,12,4.918401049682426,2.0,3.055555555555556,1.0,6.5348520754354436,4.0,8.797663755643368,4.0,5.53122087604846,1.0
170,NV,Reno-Sparks,6.579110178416343,11,8.976258629398888,1.0,3.055555555555556,1.0,6.5348520754354436,4.0,8.797663755643368,4.0,5.53122087604846,1.0
37,NY,,6.318590651014435,15,2.4785317393500588,1.0,6.5083611047812555,4.0,8.52574164795529,4.0,9.710309889871107,4.0,4.370008873114464,2.0
171,NY,Albany,7.1934854144426215,15,6.8530055564909915,1.0,6.5083611047812555,4.0,8.52574164795529,4.0,9.710309889871107,4.0,4.370008873114464,2.0
172,NY,Buffalo,7.739829700142563,15,6.084279194545049,2.0,6.5083611047812555,4.0,8.52574164795529,4.0,9.710309889871107,4.0,7.8704566635601125,1.0
173,NY,New York,7.991445090723627,12,6.21480547838882,2.0,6.666666666666666,1.0,8.52574164795529,4.0,9.710309889871107,4.0,8.839701770736252,1.0
174,NY,Poughkeepsie,8.332925820268963,11,7.922209126115508,1.0,6.666666666666666,1.0,8.52574164795529,4.0,9.710309889871107,4.0,8.839701770736252,1.0
175,NY,Rochester,7.582605736321369,11,4.990739181680418,1.0,6.666666666666666,1.0,8.52574164795529,4.0,9.710309889871107,4.0,8.019571295433366,1.0
176,NY,Syracuse,7.824734040749723,11,6.201380703822192,1.0,6.666666666666666,1.0,8.52574164795529,4.0,9.710309889871107,4.0,8.019571295433366,1.0
273,NY,Yonkers,8.041882223415147,11,6.201380703822192,1.0,6.666666666666666,1.0,8.52574164795529,4.0,9.710309889871107,4.0,9.105312208760484,1.0
38,OH,,5.135482134544555,16,7.482741202222596,1.0,5.574921418847534,4.0,3.8027360879508976,5.0,3.107162806647623,4.0,5.709849157054126,2.0
177,OH,Akron,5.717569575681112,15,8.479542010439467,1.0,5.574921418847534,4.0,3.8027360879508976,5.0,3.107162806647623,4.0,7.623485554520038,1.0
178,OH,Canton,5.714202005383082,15,8.462704158949318,1.0,5.574921418847534,4.0,3.8027360879508976,5.0,3.107162806647623,4.0,7.623485554520038,1.0
228,OH,Chicago,5.221439943835797,12,8.462704158949318,1.0,3.111111111111111,1.0,3.8027360879508976,5.0,3.107162806647623,4.0,7.623485554520038,1.0
179,OH,Cincinnati,4.441953349145985,13,5.440180577651023,2.0,2.2222222222222223,1.0,3.8027360879508976,5.0,3.107162806647623,4.0,7.637465051258157,1.0
180,OH,Cleveland,3.910366042127612,13,5.158240728900683,2.0,0.0,1.0,3.8027360879508976,5.0,3.107162806647623,4.0,7.483690587138858,1.0
181,OH,Columbus,4.927862290296424,13,5.810141561750541,2.0,3.0888888888888886,1.0,3.8027360879508976,5.0,3.107162806647623,4.0,8.830382106244173,1.0
182,OH,Dayton,5.551319749961808,12,8.927428860077454,1.0,3.0888888888888886,1.0,3.8027360879508976,5.0,3.107162806647623,4.0,8.830382106244173,1.0
183,OH,Toledo,4.191081142798625,13,4.274418489685586,2.0,3.0888888888888886,1.0,3.8027360879508976,5.0,3.107162806647623,4.0,6.682199440820127,1.0
184,OH,Youngstown,4.750240213004292,12,7.070213840713925,1.0,3.0888888888888886,1.0,3.8027360879508976,5.0,3.107162806647623,4.0,6.682199440820127,1.0
39,OK,,4.514252784557063,15,6.479205253409667,1.0,6.056139408080399,4.0,3.2993336786432526,4.0,0.6451925036812796,4.0,6.091393078970718,2.0
185,OK,Oklahoma City,3.8364804128823335,15,3.6691549269424337,2.0,6.056139408080399,4.0,3.2993336786432526,4.0,0.6451925036812796,4.0,5.512581547064305,1.0
186,OK,Tulsa,3.6158554061557098,15,3.810205103001765,2.0,6.056139408080399,4.0,3.2993336786432526,4.0,0.6451925036812796,4.0,4.268406337371852,1.0
40,OR,,7.505874978263664,16,6.235056406802492,1.0,6.916614484903933,4.0,8.092095731889582,5.0,9.284720956275994,4.0,7.000887311446318,2.0
187,OR,Eugene,7.657752398704815,16,6.99444350900825,1.0,6.916614484903933,4.0,8.092095731889582,5.0,9.284720956275994,4.0,7.000887311446318,2.0
188,OR,Portland,7.6984854780299425,16,7.227887177005647,2.0,6.916614484903933,4.0,8.092095731889582,5.0,9.284720956275994,4.0,6.9711090400745555,1.0
189,OR,Salem,7.048760627160556,15,6.570129651456474,1.0,6.916614484903933,4.0,8.092095731889582,5.0,9.284720956275994,4.0,4.380242311276792,1.0
41,PA,,5.550760057472743,15,6.61222428018185,1.0,5.078285971306534,4.0,5.596401777881073,4.0,5.329354983815022,4.0,5.137533274179237,2.0
190,PA,Allentown,5.7177915442550304,15,7.447381714093282,1.0,5.078285971306534,4.0,5.596401777881073,4.0,5.329354983815022,4.0,5.137533274179237,2.0
191,PA,Harrisburg,5.614070379075707,15,6.928775888196666,1.0,5.078285971306534,4.0,5.596401777881073,4.0,5.329354983815022,4.0,5.137533274179237,2.0
192,PA,Lancaster,5.738670480102816,15,7.5517763933322115,1.0,5.078285971306534,4.0,5.596401777881073,4.0,5.329354983815022,4.0,5.137533274179237,2.0
193,PA,Philadelphia,5.5285811744324045,12,4.040852123824115,2.0,3.333333333333333,1.0,5.596401777881073,4.0,5.329354983815022,4.0,9.34296365330848,1.0
194,PA,Pittsburgh,5.3303235717537705,12,5.787888641858922,2.0,0.22222222222222215,1.0,5.596401777881073,4.0,5.329354983815022,4.0,9.715750232991612,1.0
195,PA,Reading,5.3783360100767155,11,6.027950833473649,1.0,0.22222222222222215,1.0,5.596401777881073,4.0,5.329354983815022,4.0,9.715750232991612,1.0
196,PA,York,5.068856299687761,11,4.480552281528876,1.0,0.22222222222222215,1.0,5.596401777881073,4.0,5.329354983815022,4.0,9.715750232991612,1.0
42,PR,,4.6744538177826085,2,,0.0,,0.0,,0.0,5.870646766,1.0,3.4782608695652173,1.0
43,RI,,6.926248885728055,16,5.18437447381714,1.0,6.628117613364111,4.0,8.538152588996564,5.0,8.459836664618619,4.0,5.820763087843834,2.0
197,RI,Providence,6.98522981272161,15,7.674692709210305,1.0,6.628117613364111,4.0,8.538152588996564,5.0,8.459836664618619,4.0,3.6253494874184513,1.0
274,RI,Warwick,7.479172030801759,15,7.674692709210305,1.0,6.628117613364111,4.0,8.538152588996564,5.0,8.459836664618619,4.0,6.095060577819198,1.0
44,SC,,3.8017268001867017,15,6.544872874221248,1.0,5.5621872513400445,4.0,3.058125911774868,4.0,0.4095526663480129,4.0,3.4338952972493346,2.0
198,SC,Charleston,3.8909614213728254,11,7.420441151709042,1.0,3.2777777777777777,1.0,3.058125911774868,4.0,0.4095526663480129,4.0,5.288909599254427,1.0
199,SC,Columbia,4.32494657675889,11,9.211988550260985,1.0,5.277777777777778,1.0,3.058125911774868,4.0,0.4095526663480129,4.0,3.667287977632805,1.0
200,SC,Greenville,4.129964256502954,11,8.23707694898131,1.0,5.277777777777778,1.0,3.058125911774868,4.0,0.4095526663480129,4.0,3.667287977632805,1.0
45,SD,,2.6528281142461476,15,3.628556996127294,1.0,4.145065931416194,4.0,4.475696634056456,4.0,0.6066577443246729,4.0,0.40816326530612246,2.0
275,SD,Rapid City,3.6448208106723414,14,3.628556996127294,1.0,4.145065931416194,4.0,4.475696634056456,4.0,0.6066577443246729,4.0,5.368126747437088,1.0
276,SD,Sioux Falls,3.9905803633284456,14,3.628556996127294,1.0,4.145065931416194,4.0,4.475696634056456,4.0,0.6066577443246729,4.0,7.096924510717613,1.0
46,TN,,4.756922778403617,16,6.359656507829601,1.0,7.176522981055271,4.0,2.65832966824073,5.0,0.642456110225227,4.0,6.947648624667259,2.0
201,TN,Chattanooga,4.790072085888444,15,7.634281865633946,1.0,7.176522981055271,4.0,2.65832966824073,5.0,0.642456110225227,4.0,5.838769804287046,1.0
202,TN,Knoxville,4.593574672844648,15,8.184879609361845,1.0,7.176522981055271,4.0,2.65832966824073,5.0,0.642456110225227,4.0,4.305684995340165,1.0
203,TN,Memphis,2.618858569382753,13,3.31975745676716,2.0,2.6666666666666665,1.0,2.65832966824073,5.0,0.642456110225227,4.0,3.8070829450139803,1.0
204,TN,Nashville,3.784880708577282,13,4.486670472300744,2.0,5.722222222222223,1.0,2.65832966824073,5.0,0.642456110225227,4.0,5.414725069897484,1.0
47,TX,,4.888265665201017,16,6.349553796935511,1.0,6.859655566641459,4.0,3.475004944274018,5.0,1.5148779933093692,4.0,6.242236024844721,2.0
277,TX,Amarillo,4.589492271974849,15,6.349553796935511,1.0,6.859655566641459,4.0,3.475004944274018,5.0,1.5148779933093692,4.0,4.748369058713883,1.0
205,TX,Arlington,3.388480966132363,15,0.3677964289532764,1.0,6.859655566641459,4.0,3.475004944274018,5.0,1.5148779933093692,4.0,4.725069897483692,1.0
206,TX,Austin,5.043826430688187,16,6.44974276384796,2.0,6.859655566641459,4.0,3.475004944274018,5.0,1.5148779933093692,4.0,6.919850885368128,1.0
207,TX,Beaumont,5.060831910584026,15,6.53477016332716,1.0,6.859655566641459,4.0,3.475004944274018,5.0,1.5148779933093692,4.0,6.919850885368128,1.0
208,TX,Brownsville,4.029137675924007,15,3.007240276140765,1.0,6.859655566641459,4.0,3.475004944274018,5.0,1.5148779933093692,4.0,5.288909599254427,1.0
209,TX,Corpus Christi,4.0674385218239255,16,3.5202729306170593,2.0,6.859655566641459,4.0,3.475004944274018,5.0,1.5148779933093692,4.0,4.967381174277725,1.0
210,TX,Dallas,4.860587313012692,13,5.635255139336756,2.0,8.38888888888889,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,5.288909599254427,1.0
211,TX,El Paso,4.755605909345546,13,4.001308046443713,2.0,8.38888888888889,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,6.39794967381174,1.0
212,TX,Fort Worth,4.01787812282614,12,1.6593606329519937,1.0,8.38888888888889,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,5.05125815470643,1.0
278,TX,Garland,3.8333487658829903,12,1.6593606329519937,1.0,8.38888888888889,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,4.128611369990681,1.0
279,TX,Grand Prairie,3.945184739787929,12,1.6593606329519937,1.0,8.38888888888889,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,4.6877912395153745,1.0
213,TX,Houston,4.368797093721111,13,4.425812171697326,2.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,4.650512581547062,1.0
280,TX,Irving,4.471313403133972,13,4.425812171697326,2.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,5.163094128611369,1.0
214,TX,Killeen-Temple-Fort Hood,5.373994040018618,12,8.93921535612056,1.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,5.163094128611369,1.0
281,TX,Laredo,5.619101216160277,12,8.93921535612056,1.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,6.388630009319662,1.0
282,TX,Lubbock,5.48489804747435,12,8.93921535612056,1.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,5.717614165890026,1.0
215,TX,McAllen,3.697054976250238,12,0.0,1.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,5.717614165890026,1.0
283,TX,Plano,4.088480884917526,12,0.0,1.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,7.6747437092264645,1.0
216,TX,San Antonio,4.932648219932436,13,5.413753730060574,2.0,7.777777777777777,1.0,3.475004944274018,5.0,1.5148779933093692,4.0,6.481826654240443,1.0
48,USVI,,4.3781094529999995,1,,0.0,,0.0,,0.0,4.3781094529999995,1.0,,0.0
49,UT,,4.662048153480043,15,7.233541000168379,1.0,4.401176917121336,4.0,2.161170143834223,4.0,4.7361805678556905,4.0,4.778172138420587,2.0
217,UT,Ogden,4.875552110375143,15,8.301060784643878,1.0,4.401176917121336,4.0,2.161170143834223,4.0,4.7361805678556905,4.0,4.778172138420587,2.0
218,UT,Provo-Orem,4.928759721084016,15,8.567098838188246,1.0,4.401176917121336,4.0,2.161170143834223,4.0,4.7361805678556905,4.0,4.778172138420587,2.0
219,UT,Salt Lake City,5.45528870467015,14,8.568782623337263,1.0,4.401176917121336,4.0,2.161170143834223,4.0,4.7361805678556905,4.0,7.409133271202236,1.0
284,UT,West Valley City,4.965074352386832,14,8.568782623337263,1.0,4.401176917121336,4.0,2.161170143834223,4.0,4.7361805678556905,4.0,4.958061509785648,1.0
50,VA,,7.429358747901775,15,8.920693719481394,1.0,8.091078248865731,4.0,5.581597781054616,4.0,7.556973235892402,4.0,6.99645075421473,2.0
285,VA,Chesapeake,7.260264310013161,14,8.920693719481394,1.0,8.091078248865731,4.0,5.581597781054616,4.0,7.556973235892402,4.0,6.150978564771665,1.0
286,VA,Newport News,7.0608234898826865,14,8.920693719481394,1.0,8.091078248865731,4.0,5.581597781054616,4.0,7.556973235892402,4.0,5.153774464119287,1.0
220,VA,Norfolk,6.1215868157729885,14,3.5068961830428735,1.0,8.091078248865731,4.0,5.581597781054616,4.0,7.556973235892402,4.0,5.871388630009319,1.0
221,VA,Richmond,5.6324799600605715,12,5.799121317269066,2.0,4.555555555555555,1.0,5.581597781054616,4.0,7.556973235892402,4.0,4.6691519105312205,1.0
222,VA,Virginia Beach,6.685461861384866,12,5.585207172653094,2.0,5.444444444444445,1.0,5.581597781054616,4.0,7.556973235892402,4.0,9.259086672879773,1.0
51,VT,,7.65425219792021,16,9.314699444350902,1.0,5.759526496241555,4.0,9.232603920840472,5.0,9.4657620953376,4.0,4.498669032830524,2.0
287,VT,Burlington,7.466540758548886,15,9.314699444350902,1.0,5.759526496241555,4.0,9.232603920840472,5.0,9.4657620953376,4.0,3.5601118359739066,1.0
288,VT,South Burlington,8.046223889956156,15,9.314699444350902,1.0,5.759526496241555,4.0,9.232603920840472,5.0,9.4657620953376,4.0,6.458527493010252,1.0
52,WA,,7.361582137670858,16,7.430543862603132,1.0,7.8757370263690305,4.0,7.788671777723761,5.0,8.948095554932543,4.0,4.7648624667258215,2.0
223,WA,Seattle,8.311354961661909,16,8.151167001008345,2.0,7.8757370263690305,4.0,7.788671777723761,5.0,8.948095554932543,4.0,8.793103448275861,1.0
224,WA,Spokane,8.104244843250077,15,8.85839366896784,1.0,7.8757370263690305,4.0,7.788671777723761,5.0,8.948095554932543,4.0,7.050326188257219,1.0
289,WA,Tacoma,8.175074293389873,15,8.85839366896784,1.0,7.8757370263690305,4.0,7.788671777723761,5.0,8.948095554932543,4.0,7.404473438956196,1.0
290,WA,Vancouver,8.07814978267226,15,8.85839366896784,1.0,7.8757370263690305,4.0,7.788671777723761,5.0,8.948095554932543,4.0,6.919850885368128,1.0
53,WI,,4.887267790709271,15,5.667620811584443,1.0,2.9778701718636515,4.0,6.374131050160164,4.0,5.082200504676337,4.0,4.334516415261756,2.0
225,WI,Madison,5.656580127760287,15,5.3258657340956885,2.0,2.9778701718636515,4.0,6.374131050160164,4.0,5.082200504676337,4.0,8.522833178005591,1.0
226,WI,Milwaukee,4.844396953764795,12,4.534680862325469,2.0,1.1666666666666665,1.0,6.374131050160164,4.0,5.082200504676337,4.0,7.064305684995337,1.0
54,WV,,4.226984647999491,15,2.2882640175113655,1.0,6.017162127301853,4.0,4.013803649615846,4.0,1.9967049806171937,4.0,6.8189884649511985,2.0
291,WV,Charleston,3.949859834785579,14,2.2882640175113655,1.0,6.017162127301853,4.0,4.013803649615846,4.0,1.9967049806171937,4.0,5.433364398881638,1.0
292,WV,Huntington,3.6600182690819443,14,2.2882640175113655,1.0,6.017162127301853,4.0,4.013803649615846,4.0,1.9967049806171937,4.0,3.9841565703634654,1.0
55,WY,,3.978700705925968,15,6.533086378178145,1.0,4.373528340993521,4.0,3.241569484606855,4.0,1.379747009968442,4.0,4.365572315882876,2.0
293,WY,Casper,4.00772976558257,14,6.533086378178145,1.0,4.373528340993521,4.0,3.241569484606855,4.0,1.379747009968442,4.0,4.51071761416589,1.0
294,WY,Cheyenne,3.77194225393299,14,6.533086378178145,1.0,4.373528340993521,4.0,3.241569484606855,4.0,1.379747009968442,4.0,3.331780055917987,1.0
