,State,City,M,n,M_social,n_social,M_race,n_race,M_gender,n_gender,M_sexual_orientation,n_sexual_orientation,M_disabilities,n_disabilities,M_infogram_socialEquityCitiesRanking,M_nationalEquityAtlas,M_usNews_stateRankingsEquality,M_wallethub_statesRacialEquality,M_wallethub_racialIntegration,M_wisevoter_mostDiverseStates,M_bloomberg_blackWomenMetros,M_georgetown_usaIndex,M_usaNews_statesGenderEquality,M_statusWomen_bestWorstStates,M_iwpr_reproductiveRights,M_wallethub_womenEquity,M_hrc_stateEquityIndex,M_move_lgbtqFamily,M_map_equaliltyMaps,M_axios_lgbtq_equality,M_wallethub_citiesDisabilities,M_ncaj_disabilityAccess,M_usNews_equalityRankings
10,FL,,3.9545656716499997,16,3.8928,1,5.4834000000000005,4,3.10848,5,3.1819450395411764,4,4.588235294117647,2,,3.8928,5.279999999999999,6.0048,5.5208,5.127999999999999,,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,,4.0,5.176470588235294
181,FL,Cape Coral,4.133779455670588,17,6.282,1,5.4834000000000005,4,3.10848,5,3.1819450395411764,4,4.596156862745098,3,,6.282,5.279999999999999,6.0048,5.5208,5.127999999999999,,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.612,4.0,5.176470588235294
197,FL,Deltona,4.115426514494118,17,5.970000000000001,1,5.4834000000000005,4,3.10848,5,3.1819450395411764,4,4.596156862745098,3,,5.970000000000001,5.279999999999999,6.0048,5.5208,5.127999999999999,,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.612,4.0,5.176470588235294
242,FL,Fort Lauderdale,4.146073573317646,17,5.970000000000001,1,5.4834000000000005,4,3.10848,5,3.1819450395411764,4,4.769823529411764,3,,5.970000000000001,5.279999999999999,6.0048,5.5208,5.127999999999999,,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,5.133,4.0,5.176470588235294
273,FL,Hialeah,4.116014749788235,17,5.970000000000001,1,5.4834000000000005,4,3.10848,5,3.1819450395411764,4,4.599490196078431,3,,5.970000000000001,5.279999999999999,6.0048,5.5208,5.127999999999999,,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.622,4.0,5.176470588235294
121,FL,Jacksonville,4.204276355073684,19,5.6865000000000006,2,5.246720000000001,5,3.10848,5,3.1819450395411764,4,4.668156862745097,3,4.49,6.883,5.279999999999999,6.0048,5.5208,5.127999999999999,4.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.828,4.0,5.176470588235294
201,FL,Lakeland,4.1509605656,19,5.18,2,5.246720000000001,5,3.10848,5,3.1819450395411764,4,4.668156862745097,3,4.49,5.87,5.279999999999999,6.0048,5.5208,5.127999999999999,4.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.828,4.0,5.176470588235294
97,FL,Miami,4.308381618231579,19,5.5649999999999995,2,5.63672,5,3.10848,5,3.1819450395411764,4,4.758490196078431,3,5.226,5.904,5.279999999999999,6.0048,5.5208,5.127999999999999,6.25,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,5.099,4.0,5.176470588235294
222,FL,Naples,4.233855302442105,19,4.857,2,5.63672,5,3.10848,5,3.1819450395411764,4,4.758490196078431,3,5.226,4.488,5.279999999999999,6.0048,5.5208,5.127999999999999,6.25,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,5.099,4.0,5.176470588235294
194,FL,Ocala,4.316644776126316,19,5.6434999999999995,2,5.63672,5,3.10848,5,3.1819450395411764,4,4.758490196078431,3,5.226,6.061,5.279999999999999,6.0048,5.5208,5.127999999999999,6.25,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,5.099,4.0,5.176470588235294
133,FL,Orlando,4.33375003928421,19,5.3235,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.730156862745098,3,4.017,6.63,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,5.014,4.0,5.176470588235294
144,FL,Palm Bay,4.359434249810526,19,5.567500000000001,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.730156862745098,3,4.017,7.118,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,5.014,4.0,5.176470588235294
270,FL,Pembroke Pines,4.339381618231578,19,5.567500000000001,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.603156862745098,3,4.017,7.118,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.633,4.0,5.176470588235294
184,FL,Pensacola,4.2928553024421054,19,5.125500000000001,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.603156862745098,3,4.017,6.234,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.633,4.0,5.176470588235294
195,FL,Port St. Lucie,4.277381618231579,19,5.03,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.568823529411765,3,4.017,6.043,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.529999999999999,4.0,5.176470588235294
162,FL,Sarasota,4.3101184603368425,19,5.341000000000001,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.568823529411765,3,4.017,6.665000000000001,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.529999999999999,4.0,5.176470588235294
102,FL,St. Petersburg,4.403539512968421,19,5.900500000000001,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.787490196078431,3,5.136,6.665000000000001,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,5.186,4.0,5.176470588235294
208,FL,Tallahassee,4.294223723494737,19,5.4565,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.391156862745098,3,5.136,5.777,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,3.997,4.0,5.176470588235294
107,FL,Tampa,4.3356447761263155,19,5.4125,2,5.84672,5,3.10848,5,3.1819450395411764,4,4.682823529411764,3,5.048,5.777,5.279999999999999,6.0048,5.5208,5.127999999999999,7.3,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.872,4.0,5.176470588235294
227,FL,Tampa Bay,4.214592144547368,19,5.4125,2,5.38672,5,3.10848,5,3.1819450395411764,4,4.682823529411764,3,5.048,5.777,5.279999999999999,6.0048,5.5208,5.127999999999999,5.0,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.872,4.0,5.176470588235294
161,FL,Tampa-St. Petersburg,4.261434249810526,19,5.8575,2,5.38672,5,3.10848,5,3.1819450395411764,4,4.682823529411764,3,5.048,6.667,5.279999999999999,6.0048,5.5208,5.127999999999999,5.0,3.688,4.6016,0.64,2.2079999999999997,4.4048,3.6,2.823529411764706,2.0298507464,4.2744,4.872,4.0,5.176470588235294
11,GA,,3.84009336844549,15,4.6624,1,5.257999999999999,4,2.961,4,2.693201112062745,4,4.645098039215686,2,,4.6624,4.8,5.427999999999999,5.676,5.127999999999999,,3.056,3.7088,,1.56,3.5192,1.2,3.9215686274509807,1.4328358208,4.2184,,3.8,5.490196078431373
81,GA,Atlanta,4.489527807037908,18,7.454750000000001,2,5.876399999999999,5,2.961,4,2.693201112062745,4,4.634398692810458,3,8.3505,6.559,4.8,5.427999999999999,5.676,5.127999999999999,8.35,3.056,3.7088,,1.56,3.5192,1.2,3.9215686274509807,1.4328358208,4.2184,4.613,3.8,5.490196078431373
186,GA,Augusta,4.11675002926013,18,7.28225,2,4.606399999999999,5,2.961,4,2.693201112062745,4,4.629398692810457,3,8.3505,6.214,4.8,5.427999999999999,5.676,5.127999999999999,2.0,3.056,3.7088,,1.56,3.5192,1.2,3.9215686274509807,1.4328358208,4.2184,4.598,3.8,5.490196078431373
286,GA,Columbus,4.102805584815687,18,7.28225,2,4.606399999999999,5,2.961,4,2.693201112062745,4,4.54573202614379,3,8.3505,6.214,4.8,5.427999999999999,5.676,5.127999999999999,2.0,3.056,3.7088,,1.56,3.5192,1.2,3.9215686274509807,1.4328358208,4.2184,4.3469999999999995,3.8,5.490196078431373
171,GA,Savannah,4.119250029260131,18,7.43025,2,4.606399999999999,5,2.961,4,2.693201112062745,4,4.54573202614379,3,8.3505,6.51,4.8,5.427999999999999,5.676,5.127999999999999,2.0,3.056,3.7088,,1.56,3.5192,1.2,3.9215686274509807,1.4328358208,4.2184,4.3469999999999995,3.8,5.490196078431373
12,GU,,2.2686567168,1,,0,,0,,0,2.2686567168,1,,0,,,,,,,,,,,,,,,2.2686567168,,,,
13,HI,,6.035893781083333,16,4.7624,1,6.659599999999999,4,5.37472,5,6.442622183156863,4,6.264705882352941,2,,4.7624,8.0,6.2703999999999995,6.287999999999999,6.08,,5.008,5.2224,7.359999999999999,3.96,5.323200000000001,6.4,5.803921568627452,6.686567164,6.88,,5.0,7.529411764705882
69,HI,Honolulu,6.119438916518518,18,6.8225,2,6.659599999999999,4,5.37472,5,6.442622183156863,4,5.740803921568627,3,6.581999999999999,7.063,8.0,6.2703999999999995,6.287999999999999,6.08,,5.008,5.2224,7.359999999999999,3.96,5.323200000000001,6.4,5.803921568627452,6.686567164,6.88,4.693,5.0,7.529411764705882
289,HI,Pearl City,6.097383360962962,18,6.8225,2,6.659599999999999,4,5.37472,5,6.442622183156863,4,5.608470588235295,3,6.581999999999999,7.063,8.0,6.2703999999999995,6.287999999999999,6.08,,5.008,5.2224,7.359999999999999,3.96,5.323200000000001,6.4,5.803921568627452,6.686567164,6.88,4.296,5.0,7.529411764705882
14,IA,,3.749065199480262,15,3.2024,1,3.5842,4,3.7912,4,4.298680772560784,4,3.1686274509803924,2,,3.2024,3.84,4.1152,3.9176,2.464,,4.168,4.688000000000001,,1.136,5.1728,4.0,4.549019607843137,4.1393034824,4.5064,,3.2,3.1372549019607847
256,IA,Cedar Rapids,3.823248624512745,16,3.2024,1,3.5842,4,3.7912,4,4.298680772560784,4,3.7577516339869277,3,,3.2024,3.84,4.1152,3.9176,2.464,,4.168,4.688000000000001,,1.136,5.1728,4.0,4.549019607843137,4.1393034824,4.5064,4.936,3.2,3.1372549019607847
182,IA,Davenport,4.013473624512745,16,6.246,1,3.5842,4,3.7912,4,4.298680772560784,4,3.7577516339869277,3,,6.246,3.84,4.1152,3.9176,2.464,,4.168,4.688000000000001,,1.136,5.1728,4.0,4.549019607843137,4.1393034824,4.5064,4.936,3.2,3.1372549019607847
209,IA,Des Moines,3.9895986245127446,16,5.762,1,3.5842,4,3.7912,4,4.298680772560784,4,3.791751633986928,3,,5.762,3.84,4.1152,3.9176,2.464,,4.168,4.688000000000001,,1.136,5.1728,4.0,4.549019607843137,4.1393034824,4.5064,5.038,3.2,3.1372549019607847
15,ID,,2.8348708379691505,15,4.1248000000000005,1,4.0678,4,2.0176000000000003,4,2.0229891717960786,4,2.9823529411764707,2,,4.1248000000000005,2.08,5.772799999999999,5.5464,2.872,,2.968,1.304,,0.264,3.5344,0.8,1.254901960784314,2.1890547263999998,3.8480000000000003,,2.2,3.764705882352941
269,ID,Boise,2.9474414105960784,16,4.1248000000000005,1,4.0678,4,2.0176000000000003,4,2.0229891717960786,4,3.5335686274509803,3,,4.1248000000000005,2.08,5.772799999999999,5.5464,2.872,,2.968,1.304,,0.264,3.5344,0.8,1.254901960784314,2.1890547263999998,3.8480000000000003,4.636,2.2,3.764705882352941
180,ID,Boise City,3.0833914105960787,16,6.3,1,4.0678,4,2.0176000000000003,4,2.0229891717960786,4,3.5335686274509803,3,,6.3,2.08,5.772799999999999,5.5464,2.872,,2.968,1.304,,0.264,3.5344,0.8,1.254901960784314,2.1890547263999998,3.8480000000000003,4.636,2.2,3.764705882352941
290,ID,Nampa,3.0618914105960786,16,6.3,1,4.0678,4,2.0176000000000003,4,2.0229891717960786,4,3.418901960784314,3,,6.3,2.08,5.772799999999999,5.5464,2.872,,2.968,1.304,,0.264,3.5344,0.8,1.254901960784314,2.1890547263999998,3.8480000000000003,4.292,2.2,3.764705882352941
16,IL,,4.87628357035817,15,4.1128,1,4.0328,4,4.6702,4,6.792118290803922,4,3.5254901960784317,2,,4.1128,3.2,3.692,4.4152000000000005,4.824,,4.816000000000001,5.7456,,3.304,4.8152,6.4,6.745098039215686,7.004975124,7.0184,,3.6,3.4509803921568634
283,IL,Aurora,4.847140847210785,16,4.1128,1,4.0328,4,4.6702,4,6.792118290803922,4,3.8203267973856208,3,,4.1128,3.2,3.692,4.4152000000000005,4.824,,4.816000000000001,5.7456,,3.304,4.8152,6.4,6.745098039215686,7.004975124,7.0184,4.41,3.6,3.4509803921568634
77,IL,Chicago,5.072909032668973,17,6.047499999999999,2,4.0328,4,4.6702,4,6.792118290803922,4,4.054660130718955,3,6.14,5.955,3.2,3.692,4.4152000000000005,4.824,,4.816000000000001,5.7456,,3.304,4.8152,6.4,6.745098039215686,7.004975124,7.0184,5.113,3.6,3.4509803921568634
217,IL,Peoria,5.037261973845443,17,5.7445,2,4.0328,4,4.6702,4,6.792118290803922,4,4.054660130718955,3,6.14,5.349,3.2,3.692,4.4152000000000005,4.824,,4.816000000000001,5.7456,,3.304,4.8152,6.4,6.745098039215686,7.004975124,7.0184,5.113,3.6,3.4509803921568634
205,IL,Rockford,5.065850209139562,17,5.9875,2,4.0328,4,4.6702,4,6.792118290803922,4,4.054660130718955,3,6.14,5.835,3.2,3.692,4.4152000000000005,4.824,,4.816000000000001,5.7456,,3.304,4.8152,6.4,6.745098039215686,7.004975124,7.0184,5.113,3.6,3.4509803921568634
17,IN,,3.529905546759738,15,4.7224,1,4.7152,4,2.8737999999999997,4,2.516565408192157,4,3.901960784313726,2,,4.7224,5.6,4.9088,5.048,3.304,,3.4799999999999995,2.9024,,1.04,4.072799999999999,1.2,2.509803921568628,2.3084577112,4.048,,2.0,5.803921568627452
207,IN,Evansville,3.6005455467597387,15,5.782,1,4.7152,4,2.8737999999999997,4,2.516565408192157,4,3.901960784313726,2,,5.782,5.6,4.9088,5.048,3.304,,3.4799999999999995,2.9024,,1.04,4.072799999999999,1.2,2.509803921568628,2.3084577112,4.048,,2.0,5.803921568627452
134,IN,Fort Wayne,3.702187247140946,17,5.212,2,4.7152,4,2.8737999999999997,4,2.516565408192157,4,4.030307189542484,3,3.742,6.6819999999999995,5.6,4.9088,5.048,3.304,,3.4799999999999995,2.9024,,1.04,4.072799999999999,1.2,2.509803921568628,2.3084577112,4.048,4.287,2.0,5.803921568627452
132,IN,Indianapolis,3.824899066744227,18,5.4285,2,4.73216,5,2.8737999999999997,4,2.516565408192157,4,4.2563071895424835,3,4.086,6.770999999999999,5.6,4.9088,5.048,3.304,4.8,3.4799999999999995,2.9024,,1.04,4.072799999999999,1.2,2.509803921568628,2.3084577112,4.048,4.965,2.0,5.803921568627452
174,IN,South Bend,3.8076212889664496,18,5.273,2,4.73216,5,2.8737999999999997,4,2.516565408192157,4,4.2563071895424835,3,4.086,6.459999999999999,5.6,4.9088,5.048,3.304,4.8,3.4799999999999995,2.9024,,1.04,4.072799999999999,1.2,2.509803921568628,2.3084577112,4.048,4.965,2.0,5.803921568627452
18,KS,,3.44010810263634,15,5.365599999999999,1,3.9038,4,3.2838000000000003,4,3.1939544044941175,4,2.3549019607843142,2,,5.365599999999999,1.92,5.2288,4.8344000000000005,3.632,,3.88,3.7552,,1.512,3.9880000000000004,3.6,1.8823529411764706,2.5870646768,4.7064,,2.2,2.509803921568628
232,KS,Overland Park,3.5703513462215684,16,5.365599999999999,1,3.9038,4,3.2838000000000003,4,3.1939544044941175,4,3.411267973856209,3,,5.365599999999999,1.92,5.2288,4.8344000000000005,3.632,,3.88,3.7552,,1.512,3.9880000000000004,3.6,1.8823529411764706,2.5870646768,4.7064,5.524,2.2,2.509803921568628
135,KS,Wichita,3.619236561149712,17,5.359,2,3.9038,4,3.2838000000000003,4,3.1939544044941175,4,3.094267973856209,3,3.934,6.784000000000001,1.92,5.2288,4.8344000000000005,3.632,,3.88,3.7552,,1.512,3.9880000000000004,3.6,1.8823529411764706,2.5870646768,4.7064,4.5729999999999995,2.2,2.509803921568628
19,KY,,3.477093385988235,16,3.964,1,5.505399999999999,4,2.12176,5,3.1078127596392155,4,3.303921568627451,2,,3.964,7.68,5.9456,5.772,2.6239999999999997,,2.216,1.9216000000000002,0.32,1.3439999999999999,4.8072,2.4,3.4509803921568634,2.8258706464,3.7543999999999995,,3.0,3.607843137254902
108,KY,Lexington,3.73708789269481,17,5.9305,2,5.505399999999999,4,2.12176,5,3.1078127596392155,4,3.303921568627451,2,5.013,6.848000000000001,7.68,5.9456,5.772,2.6239999999999997,,2.216,1.9216000000000002,0.32,1.3439999999999999,4.8072,2.4,3.4509803921568634,2.8258706464,3.7543999999999995,,3.0,3.607843137254902
251,KY,Lexington-Fayette,3.8086385653228754,18,5.9305,2,5.505399999999999,4,2.12176,5,3.1078127596392155,4,3.8776143790849673,3,5.013,6.848000000000001,7.68,5.9456,5.772,2.6239999999999997,,2.216,1.9216000000000002,0.32,1.3439999999999999,4.8072,2.4,3.4509803921568634,2.8258706464,3.7543999999999995,5.025,3.0,3.607843137254902
126,KY,Louisville,3.750471898656209,18,5.4030000000000005,2,5.505399999999999,4,2.12176,5,3.1078127596392155,4,3.8802810457516337,3,4.362,6.444,7.68,5.9456,5.772,2.6239999999999997,,2.216,1.9216000000000002,0.32,1.3439999999999999,4.8072,2.4,3.4509803921568634,2.8258706464,3.7543999999999995,5.0329999999999995,3.0,3.607843137254902
20,LA,,2.669166294018928,15,2.9351999999999996,1,4.0032,4,2.1231999999999998,4,1.458977524139608,4,3.380392156862745,2,,2.9351999999999996,2.2399999999999998,4.5064,4.5784,4.688000000000001,,1.3359999999999999,2.0848,,1.024,4.048,0.4,1.7254901960784317,0.79601990048,2.9143999999999997,,0.8,5.96078431372549
140,LA,Baton Rouge,3.032899671193172,17,5.9719999999999995,1,4.00256,5,2.1231999999999998,4,1.458977524139608,4,3.74859477124183,3,,5.9719999999999995,2.2399999999999998,4.5064,4.5784,4.688000000000001,4.0,1.3359999999999999,2.0848,,1.024,4.048,0.4,1.7254901960784317,0.79601990048,2.9143999999999997,4.485,0.8,5.96078431372549
123,LA,New Orleans,3.048683022793551,18,5.0305,2,3.81256,5,2.1231999999999998,4,1.458977524139608,4,3.8079281045751636,3,4.455,5.606,2.2399999999999998,4.5064,4.5784,4.688000000000001,3.05,1.3359999999999999,2.0848,,1.024,4.048,0.4,1.7254901960784317,0.79601990048,2.9143999999999997,4.663,0.8,5.96078431372549
203,LA,Shreveport,3.0331274672379953,18,5.15,2,3.81256,5,2.1231999999999998,4,1.458977524139608,4,3.634928104575163,3,4.455,5.845000000000001,2.2399999999999998,4.5064,4.5784,4.688000000000001,3.05,1.3359999999999999,2.0848,,1.024,4.048,0.4,1.7254901960784317,0.79601990048,2.9143999999999997,4.144,0.8,5.96078431372549
21,MA,,5.39563287972353,16,5.0,1,4.921,4,5.38096,5,7.025527597325491,4,3.3196078431372547,2,,5.0,4.96,5.5696,5.0264,4.128,,5.672000000000001,5.0448,7.840000000000001,3.096,5.252000000000001,6.0,7.843137254901961,6.9253731344,7.3336,,4.6,2.03921568627451
62,MA,Boston,5.717585582925078,19,6.7065,2,5.736800000000001,5,5.38096,5,7.025527597325491,4,3.84340522875817,3,6.952,6.461,4.96,5.5696,5.0264,4.128,9.0,5.672000000000001,5.0448,7.840000000000001,3.096,5.252000000000001,6.0,7.843137254901961,6.9253731344,7.3336,4.891,4.6,2.03921568627451
179,MA,Springfield,5.709164530293499,19,6.6265,2,5.736800000000001,5,5.38096,5,7.025527597325491,4,3.84340522875817,3,6.952,6.301,4.96,5.5696,5.0264,4.128,9.0,5.672000000000001,5.0448,7.840000000000001,3.096,5.252000000000001,6.0,7.843137254901961,6.9253731344,7.3336,4.891,4.6,2.03921568627451
151,MA,Worcester,5.739480319767184,19,6.92,2,5.736800000000001,5,5.38096,5,7.025527597325491,4,3.839738562091503,3,6.952,6.888,4.96,5.5696,5.0264,4.128,9.0,5.672000000000001,5.0448,7.840000000000001,3.096,5.252000000000001,6.0,7.843137254901961,6.9253731344,7.3336,4.88,4.6,2.03921568627451
22,MD,,5.379119812719608,16,5.2248,1,5.95,4,5.579199999999999,5,5.894122388133334,4,2.784313725490196,2,,5.2248,6.88,5.8112,5.7248,5.3839999999999995,,5.112,6.4464,7.359999999999999,4.168,4.8096,5.6,5.333333333333334,6.2487562192,6.3944,,4.0,1.5686274509803924
79,MD,Baltimore,5.577258789658617,19,5.606400000000001,2,6.529999999999999,5,5.579199999999999,5,5.894122388133334,4,3.544209150326797,3,5.988,5.2248,6.88,5.8112,5.7248,5.3839999999999995,8.85,5.112,6.4464,7.359999999999999,4.168,4.8096,5.6,5.333333333333334,6.2487562192,6.3944,5.064,4.0,1.5686274509803924
149,MD,Baltimore-Towson,5.669427210711248,19,6.482000000000001,2,6.529999999999999,5,5.579199999999999,5,5.894122388133334,4,3.544209150326797,3,5.988,6.976000000000001,6.88,5.8112,5.7248,5.3839999999999995,8.85,5.112,6.4464,7.359999999999999,4.168,4.8096,5.6,5.333333333333334,6.2487562192,6.3944,5.064,4.0,1.5686274509803924
229,MD,Columbia,5.697532473869143,19,6.482000000000001,2,6.529999999999999,5,5.579199999999999,5,5.894122388133334,4,3.722209150326797,3,5.988,6.976000000000001,6.88,5.8112,5.7248,5.3839999999999995,8.85,5.112,6.4464,7.359999999999999,4.168,4.8096,5.6,5.333333333333334,6.2487562192,6.3944,5.598,4.0,1.5686274509803924
23,ME,,5.092246254025491,16,5.127999999999999,1,4.599,4,5.408799999999999,5,7.148553643552942,4,1.1568627450980393,2,,5.127999999999999,6.4,5.5527999999999995,4.9632,1.48,,5.056,6.1024,6.4,4.208,5.2776,6.8,7.058823529411765,7.6417910448,7.0936,,2.0,0.3137254901960785
254,ME,Lewiston,5.086290592023992,17,5.127999999999999,1,4.599,4,5.408799999999999,5,7.148553643552942,4,2.434908496732026,3,,5.127999999999999,6.4,5.5527999999999995,4.9632,1.48,,5.056,6.1024,6.4,4.208,5.2776,6.8,7.058823529411765,7.6417910448,7.0936,4.991,2.0,0.3137254901960785
235,ME,Portland,5.108761180259286,17,5.127999999999999,1,4.599,4,5.408799999999999,5,7.148553643552942,4,2.5622418300653593,3,,5.127999999999999,6.4,5.5527999999999995,4.9632,1.48,,5.056,6.1024,6.4,4.208,5.2776,6.8,7.058823529411765,7.6417910448,7.0936,5.372999999999999,2.0,0.3137254901960785
24,MI,,4.091438025572811,15,3.9512,1,4.5531999999999995,4,3.6004000000000005,4,4.192669066486275,4,4.017647058823529,2,,3.9512,5.76,4.4544,4.3824,3.6160000000000005,,4.216,3.6624000000000003,,1.3199999999999998,5.203200000000001,1.6,4.392156862745098,4.7761194032,6.0024,,3.8,4.23529411764706
141,MI,Ann Arbor,4.33635802557281,15,7.625,1,4.5531999999999995,4,3.6004000000000005,4,4.192669066486275,4,4.017647058823529,2,,7.625,5.76,4.4544,4.3824,3.6160000000000005,,4.216,3.6624000000000003,,1.3199999999999998,5.203200000000001,1.6,4.392156862745098,4.7761194032,6.0024,,3.8,4.23529411764706
85,MI,Detroit,4.229853910199564,18,5.859,2,4.14256,5,3.6004000000000005,4,4.192669066486275,4,4.178098039215686,3,5.622999999999999,6.095000000000001,5.76,4.4544,4.3824,3.6160000000000005,2.5,4.216,3.6624000000000003,,1.3199999999999998,5.203200000000001,1.6,4.392156862745098,4.7761194032,6.0024,4.4990000000000006,3.8,4.23529411764706
211,MI,Flint,4.210798354644009,18,5.6875,2,4.14256,5,3.6004000000000005,4,4.192669066486275,4,4.178098039215686,3,5.622999999999999,5.752000000000001,5.76,4.4544,4.3824,3.6160000000000005,2.5,4.216,3.6624000000000003,,1.3199999999999998,5.203200000000001,1.6,4.392156862745098,4.7761194032,6.0024,4.4990000000000006,3.8,4.23529411764706
